rho,p,T,U,V,W
 1.258470000000000E+000, 3.659610000000000E+004, 1.012880000000000E+002, 1.002040000000000E+003, 5.807390000000000E+000,-1.344170000000000E-010
 1.251410000000000E+000, 3.629600000000000E+004, 1.010240000000000E+002, 1.002150000000000E+003, 4.626930000000000E+000, 1.464480000000000E-010
 1.245730000000000E+000, 3.605500000000000E+004, 1.008100000000000E+002, 1.002230000000000E+003, 3.670180000000000E+000,-1.195480000000000E-010
 1.241200000000000E+000, 3.586290000000000E+004, 1.006390000000000E+002, 1.002280000000000E+003, 2.900660000000000E+000, 6.201780000000001E-011
 1.237610000000000E+000, 3.571080000000000E+004, 1.005030000000000E+002, 1.002320000000000E+003, 2.285900000000000E+000,-2.173520000000000E-012
 1.234780000000000E+000, 3.559100000000000E+004, 1.003960000000000E+002, 1.002330000000000E+003, 1.797490000000000E+000,-2.378780000000000E-011
 1.232560000000000E+000, 3.549700000000000E+004, 1.003110000000000E+002, 1.002340000000000E+003, 1.411240000000000E+000,-4.631130000000000E-012
 1.230830000000000E+000, 3.542360000000000E+004, 1.002440000000000E+002, 1.002350000000000E+003, 1.106690000000000E+000, 7.838640000000000E-011
 1.229490000000000E+000, 3.536640000000000E+004, 1.001910000000000E+002, 1.002350000000000E+003, 8.670200000000000E-001,-1.688320000000000E-010
 1.228440000000000E+000, 3.532190000000000E+004, 1.001500000000000E+002, 1.002340000000000E+003, 6.787380000000000E-001, 2.543080000000000E-010
 1.227640000000000E+000, 3.528730000000000E+004, 1.001180000000000E+002, 1.002340000000000E+003, 5.312880000000000E-001,-3.370560000000000E-010
 1.227010000000000E+000, 3.526060000000000E+004, 1.000930000000000E+002, 1.002340000000000E+003, 4.169380000000000E-001, 4.359590000000000E-010
 1.226540000000000E+000, 3.523990000000000E+004, 1.000730000000000E+002, 1.002340000000000E+003, 3.290620000000000E-001,-5.616720000000000E-010
 1.226170000000000E+000, 3.522410000000000E+004, 1.000580000000000E+002, 1.002340000000000E+003, 2.616200000000000E-001, 6.965440000000000E-010
 1.225890000000000E+000, 3.521190000000000E+004, 1.000460000000000E+002, 1.002340000000000E+003, 2.099360000000000E-001,-7.997170000000000E-010
 1.225680000000000E+000, 3.520270000000000E+004, 1.000380000000000E+002, 1.002340000000000E+003, 1.701530000000000E-001, 8.356540000000000E-010
 1.225510000000000E+000, 3.519550000000000E+004, 1.000310000000000E+002, 1.002340000000000E+003, 1.393070000000000E-001,-8.000790000000000E-010
 1.225390000000000E+000, 3.518990000000000E+004, 1.000250000000000E+002, 1.002340000000000E+003, 1.151270000000000E-001, 7.171690000000000E-010
 1.225290000000000E+000, 3.518550000000000E+004, 1.000210000000000E+002, 1.002340000000000E+003, 9.594279999999999E-002,-6.139120000000000E-010
 1.225200000000000E+000, 3.518200000000000E+004, 1.000170000000000E+002, 1.002340000000000E+003, 8.053580000000000E-002, 5.024540000000000E-010
 1.225140000000000E+000, 3.517910000000000E+004, 1.000150000000000E+002, 1.002340000000000E+003, 6.806530000000000E-002,-3.885070000000000E-010
 1.225090000000000E+000, 3.517680000000000E+004, 1.000120000000000E+002, 1.002350000000000E+003, 5.788440000000000E-002, 2.853720000000000E-010
 1.225040000000000E+000, 3.517490000000000E+004, 1.000100000000000E+002, 1.002350000000000E+003, 4.951840000000000E-002,-2.076580000000000E-010
 1.225010000000000E+000, 3.517340000000000E+004, 1.000090000000000E+002, 1.002350000000000E+003, 4.259500000000000E-002, 1.558310000000000E-010
 1.224980000000000E+000, 3.517210000000000E+004, 1.000080000000000E+002, 1.002350000000000E+003, 3.683740000000000E-002,-1.182470000000000E-010
 1.224960000000000E+000, 3.517100000000000E+004, 1.000070000000000E+002, 1.002350000000000E+003, 3.199990000000000E-002, 9.118350000000001E-011
 1.224940000000000E+000, 3.517010000000000E+004, 1.000060000000000E+002, 1.002350000000000E+003, 2.796560000000000E-002,-9.041080000000000E-011
 1.224920000000000E+000, 3.516940000000000E+004, 1.000050000000000E+002, 1.002350000000000E+003, 2.447150000000000E-002, 1.397750000000000E-010
 1.224910000000000E+000, 3.516870000000000E+004, 1.000040000000000E+002, 1.002350000000000E+003, 2.163220000000000E-002,-2.554230000000000E-010
 1.224890000000000E+000, 3.516830000000000E+004, 1.000040000000000E+002, 1.002350000000000E+003, 1.903400000000000E-002, 4.071270000000000E-010
 1.224880000000000E+000, 3.516770000000000E+004, 1.000030000000000E+002, 1.002350000000000E+003, 1.688490000000000E-002,-5.426140000000000E-010
 1.224880000000000E+000, 3.516750000000000E+004, 1.000030000000000E+002, 1.002350000000000E+003, 1.534550000000000E-002, 4.488730000000000E-010
 1.224860000000000E+000, 3.516690000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 1.278800000000000E-002,-1.026100000000000E-010
 1.224860000000000E+000, 3.516690000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 1.280940000000000E-002,-2.736470000000000E-011
 1.224850000000000E+000, 3.516640000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 1.023520000000000E-002,-2.070530000000000E-012
 1.224850000000000E+000, 3.516640000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 1.037790000000000E-002,-5.631950000000000E-012
 1.224840000000000E+000, 3.516600000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 8.316030000000000E-003,-2.577040000000000E-012
 1.224850000000000E+000, 3.516610000000000E+004, 1.000020000000000E+002, 1.002350000000000E+003, 8.506379999999999E-003,-3.188410000000000E-012
 1.224840000000000E+000, 3.516570000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 6.827630000000000E-003,-8.403690000000000E-013
 1.224840000000000E+000, 3.516580000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 7.013420000000000E-003,-1.070460000000000E-012
 1.224830000000000E+000, 3.516550000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 5.670100000000000E-003,-3.298700000000000E-013
 1.224830000000000E+000, 3.516560000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 5.852910000000000E-003,-3.895050000000000E-013
 1.224830000000000E+000, 3.516540000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 4.734570000000000E-003,-9.086840000000001E-014
 1.224830000000000E+000, 3.516540000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 4.785820000000000E-003,-1.395910000000000E-013
 1.224830000000000E+000, 3.516530000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 4.332030000000000E-003,-2.919180000000000E-014
 1.224830000000000E+000, 3.516520000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 3.767140000000000E-003,-1.478530000000000E-014
 1.224830000000000E+000, 3.516510000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 3.658680000000000E-003,-2.192250000000000E-014
 1.224820000000000E+000, 3.516510000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 3.242700000000000E-003,-1.164460000000000E-014
 1.224830000000000E+000, 3.516510000000000E+004, 1.000000000000000E+002, 1.002350000000000E+003, 3.043890000000000E-003,-7.097120000000000E-015
 1.224820000000000E+000, 3.516510000000000E+004, 1.000010000000000E+002, 1.002350000000000E+003, 2.924610000000000E-003,-5.069220000000000E-015
 1.167680000000000E+000, 1.154760000000000E+005, 3.444520000000000E+002, 8.604220000000000E+002, 1.747320000000000E+002,-1.137980000000000E-010
 8.360560000000000E-001, 7.429339999999999E+004, 3.095130000000000E+002, 9.023610000000000E+002, 1.479320000000000E+002,-2.695340000000000E-010
 8.175140000000000E-001, 6.555489999999999E+004, 2.793020000000000E+002, 9.270400000000000E+002, 1.280480000000000E+002,-2.389100000000000E-010
 8.539770000000000E-001, 6.254290000000000E+004, 2.550910000000000E+002, 9.529000000000000E+002, 1.136880000000000E+002,-3.310390000000000E-010
 9.384230000000000E-001, 6.353190000000000E+004, 2.358070000000000E+002, 9.741350000000000E+002, 1.226600000000000E+002,-3.575320000000000E-010
 1.029080000000000E+000, 6.346830000000000E+004, 2.148180000000000E+002, 9.866200000000000E+002, 1.314450000000000E+002,-3.851950000000000E-010
 1.121340000000000E+000, 6.105710000000000E+004, 1.896540000000000E+002, 1.011020000000000E+003, 1.255620000000000E+002,-4.084570000000000E-010
 1.295480000000000E+000, 6.130770000000000E+004, 1.648340000000000E+002, 1.035080000000000E+003, 1.229590000000000E+002,-2.843740000000000E-010
 1.633910000000000E+000, 7.007370000000000E+004, 1.493790000000000E+002, 1.038920000000000E+003, 1.277950000000000E+002,-1.217890000000000E-010
 1.913720000000000E+000, 7.816610000000001E+004, 1.422670000000000E+002, 1.021280000000000E+003, 1.385440000000000E+002,-2.527510000000000E-011
 1.969820000000000E+000, 7.849510000000001E+004, 1.387970000000000E+002, 1.009540000000000E+003, 1.397150000000000E+002,-5.784100000000000E-012
 1.972980000000000E+000, 7.771920000000000E+004, 1.372050000000000E+002, 1.005380000000000E+003, 1.364030000000000E+002,-8.823350000000000E-013
 1.955930000000000E+000, 7.624810000000001E+004, 1.357810000000000E+002, 1.000190000000000E+003, 1.290330000000000E+002, 4.504670000000000E-012
 1.933090000000000E+000, 7.464539999999999E+004, 1.344980000000000E+002, 1.001110000000000E+003, 1.233440000000000E+002, 2.456930000000000E-012
 1.911400000000000E+000, 7.308139999999999E+004, 1.331740000000000E+002, 1.004360000000000E+003, 1.184730000000000E+002,-1.171450000000000E-012
 1.889750000000000E+000, 7.156500000000000E+004, 1.319040000000000E+002, 1.007300000000000E+003, 1.152950000000000E+002,-4.369760000000000E-012
 1.868160000000000E+000, 7.018530000000000E+004, 1.308570000000000E+002, 1.008850000000000E+003, 1.159700000000000E+002,-4.394450000000000E-012
 1.854830000000000E+000, 6.933839999999999E+004, 1.302060000000000E+002, 1.009110000000000E+003, 1.175710000000000E+002,-4.692660000000000E-012
 1.856550000000000E+000, 6.936610000000001E+004, 1.301380000000000E+002, 1.008900000000000E+003, 1.186440000000000E+002,-2.844600000000000E-012
 1.878800000000000E+000, 7.049980000000000E+004, 1.306990000000000E+002, 1.008780000000000E+003, 1.197280000000000E+002,-2.407700000000000E-012
 1.914070000000000E+000, 7.237380000000000E+004, 1.317010000000000E+002, 1.009070000000000E+003, 1.214070000000000E+002,-7.680870000000000E-013
 1.949870000000000E+000, 7.423710000000001E+004, 1.326110000000000E+002, 1.008650000000000E+003, 1.234900000000000E+002,-2.839560000000000E-013
 1.981540000000000E+000, 7.580560000000001E+004, 1.332480000000000E+002, 1.007470000000000E+003, 1.257570000000000E+002,-6.155280000000000E-013
 2.006360000000000E+000, 7.692639999999999E+004, 1.335460000000000E+002, 1.005690000000000E+003, 1.280360000000000E+002, 4.651600000000000E-013
 2.022310000000000E+000, 7.752589999999999E+004, 1.335250000000000E+002, 1.003430000000000E+003, 1.302340000000000E+002,-5.047280000000000E-013
 2.030100000000000E+000, 7.763620000000000E+004, 1.332020000000000E+002, 1.000970000000000E+003, 1.324130000000000E+002, 4.334150000000000E-013
 2.032600000000000E+000, 7.739760000000001E+004, 1.326290000000000E+002, 9.986060000000000E+002, 1.350590000000000E+002,-6.061670000000000E-013
 2.035540000000000E+000, 7.712480000000000E+004, 1.319710000000000E+002, 9.963590000000000E+002, 1.367100000000000E+002, 1.078550000000000E-012
 2.048670000000000E+000, 7.736310000000001E+004, 1.315300000000000E+002, 9.943310000000000E+002, 1.354180000000000E+002,-1.589390000000000E-012
 2.058750000000000E+000, 7.745750000000000E+004, 1.310460000000000E+002, 9.931410000000000E+002, 1.333630000000000E+002, 1.517520000000000E-012
 2.065110000000000E+000, 7.737070000000000E+004, 1.304960000000000E+002, 9.924100000000000E+002, 1.311170000000000E+002,-8.443490000000000E-013
 2.069750000000000E+000, 7.721510000000001E+004, 1.299420000000000E+002, 9.921079999999999E+002, 1.287530000000000E+002,-1.392640000000000E-013
 2.073640000000000E+000, 7.705320000000000E+004, 1.294260000000000E+002, 9.921330000000000E+002, 1.263500000000000E+002, 9.700800000000000E-013
 2.076530000000000E+000, 7.687830000000000E+004, 1.289530000000000E+002, 9.924140000000000E+002, 1.239080000000000E+002,-1.228720000000000E-012
 2.077270000000000E+000, 7.662610000000001E+004, 1.284830000000000E+002, 9.928550000000000E+002, 1.213260000000000E+002, 1.040520000000000E-012
 2.075040000000000E+000, 7.623760000000001E+004, 1.279690000000000E+002, 9.933600000000000E+002, 1.183850000000000E+002,-7.405950000000000E-013
 2.068040000000000E+000, 7.561439999999999E+004, 1.273530000000000E+002, 9.941090000000000E+002, 1.146510000000000E+002,-2.257970000000000E-013
 2.057380000000000E+000, 7.482989999999999E+004, 1.266850000000000E+002, 9.950839999999999E+002, 1.106100000000000E+002, 3.185580000000000E-012
 2.042110000000000E+000, 7.382950000000000E+004, 1.259260000000000E+002, 9.958710000000000E+002, 1.069170000000000E+002,-9.808180000000001E-012
 2.015790000000000E+000, 7.229650000000000E+004, 1.249210000000000E+002, 9.959990000000000E+002, 1.040780000000000E+002, 1.997110000000000E-011
 1.983400000000000E+000, 7.050430000000000E+004, 1.238140000000000E+002, 9.959410000000000E+002, 1.013710000000000E+002,-3.032940000000000E-011
 1.949470000000000E+000, 6.868260000000001E+004, 1.227140000000000E+002, 9.959860000000000E+002, 9.846010000000000E+001, 3.666830000000000E-011
 1.914820000000000E+000, 6.686889999999999E+004, 1.216350000000000E+002, 9.961440000000000E+002, 9.527460000000001E+001,-3.724100000000000E-011
 1.879700000000000E+000, 6.507340000000000E+004, 1.205810000000000E+002, 9.963910000000000E+002, 9.182930000000000E+001, 3.276610000000000E-011
 1.844410000000000E+000, 6.330790000000000E+004, 1.195540000000000E+002, 9.967220000000000E+002, 8.818010000000000E+001,-2.500210000000000E-011
 1.809330000000000E+000, 6.158760000000000E+004, 1.185600000000000E+002, 9.971740000000000E+002, 8.440250000000000E+001, 1.469500000000000E-011
 1.774480000000000E+000, 5.990770000000000E+004, 1.175920000000000E+002, 9.977190000000001E+002, 8.051630000000000E+001,-1.423910000000000E-012
 1.739890000000000E+000, 5.826540000000000E+004, 1.166420000000000E+002, 9.983470000000000E+002, 7.654840000000000E+001,-1.425670000000000E-011
 1.705660000000000E+000, 5.666110000000000E+004, 1.157060000000000E+002, 9.990500000000000E+002, 7.252020000000000E+001, 2.963810000000000E-011
 1.671870000000000E+000, 5.509460000000000E+004, 1.147810000000000E+002, 9.998140000000000E+002, 6.845460000000000E+001,-4.068880000000000E-011
 1.638680000000000E+000, 5.356960000000000E+004, 1.138640000000000E+002, 1.000640000000000E+003, 6.435050000000000E+001, 4.311000000000000E-011
 1.606200000000000E+000, 5.208840000000000E+004, 1.129550000000000E+002, 1.001530000000000E+003, 6.023530000000000E+001,-3.423440000000000E-011
 1.574670000000000E+000, 5.065980000000000E+004, 1.120570000000000E+002, 1.002440000000000E+003, 5.614590000000000E+001, 1.610930000000000E-011
 1.544500000000000E+000, 4.929890000000000E+004, 1.111770000000000E+002, 1.003190000000000E+003, 5.211870000000000E+001, 2.446040000000000E-012
 1.515780000000000E+000, 4.800790000000000E+004, 1.103170000000000E+002, 1.003790000000000E+003, 4.816510000000000E+001,-9.409970000000000E-012
 1.488590000000000E+000, 4.678910000000000E+004, 1.094790000000000E+002, 1.004230000000000E+003, 4.430190000000000E+001,-1.949740000000000E-012
 1.463080000000000E+000, 4.564800000000000E+004, 1.086720000000000E+002, 1.004530000000000E+003, 4.056130000000000E+001, 2.808680000000000E-011
 1.439250000000000E+000, 4.458380000000000E+004, 1.078960000000000E+002, 1.004700000000000E+003, 3.695920000000000E+001,-5.930060000000000E-011
 1.417040000000000E+000, 4.359340000000000E+004, 1.071530000000000E+002, 1.004750000000000E+003, 3.350350000000000E+001, 8.959079999999999E-011
 1.396410000000000E+000, 4.267380000000000E+004, 1.064420000000000E+002, 1.004680000000000E+003, 3.020120000000000E+001,-1.216900000000000E-010
 1.377280000000000E+000, 4.182160000000000E+004, 1.057650000000000E+002, 1.004520000000000E+003, 2.705510000000000E+001, 1.625880000000000E-010
 1.359570000000000E+000, 4.103200000000000E+004, 1.051200000000000E+002, 1.004280000000000E+003, 2.406150000000000E+001,-2.136130000000000E-010
 1.343230000000000E+000, 4.030270000000000E+004, 1.045080000000000E+002, 1.003980000000000E+003, 2.122970000000000E+001, 2.636270000000000E-010
 1.328380000000000E+000, 3.964110000000000E+004, 1.039410000000000E+002, 1.003670000000000E+003, 1.860870000000000E+001,-2.932950000000000E-010
 1.315120000000000E+000, 3.905160000000000E+004, 1.034280000000000E+002, 1.003370000000000E+003, 1.623720000000000E+001, 2.898530000000000E-010
 1.303480000000000E+000, 3.853610000000000E+004, 1.029740000000000E+002, 1.003110000000000E+003, 1.413870000000000E+001,-2.583310000000000E-010
 1.293400000000000E+000, 3.809270000000000E+004, 1.025830000000000E+002, 1.002890000000000E+003, 1.231620000000000E+001, 2.161700000000000E-010
 1.284780000000000E+000, 3.771640000000000E+004, 1.022500000000000E+002, 1.002720000000000E+003, 1.075670000000000E+001,-1.763730000000000E-010
 1.277410000000000E+000, 3.739660000000000E+004, 1.019680000000000E+002, 1.002600000000000E+003, 9.423400000000001E+000, 1.391330000000000E-010
 1.271070000000000E+000, 3.712290000000000E+004, 1.017270000000000E+002, 1.002500000000000E+003, 8.277049999999999E+000,-1.015640000000000E-010
 1.265580000000000E+000, 3.688740000000000E+004, 1.015200000000000E+002, 1.002430000000000E+003, 7.287200000000000E+000, 7.049170000000001E-011
 1.260820000000000E+000, 3.668370000000000E+004, 1.013410000000000E+002, 1.002390000000000E+003, 6.429540000000000E+000,-5.832399999999999E-011
 1.256670000000000E+000, 3.650710000000000E+004, 1.011860000000000E+002, 1.002350000000000E+003, 5.684550000000000E+000, 6.775870000000001E-011
 1.253060000000000E+000, 3.635360000000000E+004, 1.010510000000000E+002, 1.002320000000000E+003, 5.035940000000000E+000,-8.752290000000001E-011
 1.249900000000000E+000, 3.621980000000000E+004, 1.009330000000000E+002, 1.002310000000000E+003, 4.470040000000000E+000, 1.041350000000000E-010
 1.247130000000000E+000, 3.610290000000000E+004, 1.008310000000000E+002, 1.002290000000000E+003, 3.975480000000000E+000,-1.155720000000000E-010
 1.244710000000000E+000, 3.600060000000000E+004, 1.007410000000000E+002, 1.002290000000000E+003, 3.541990000000000E+000, 1.349770000000000E-010
 1.242580000000000E+000, 3.591080000000000E+004, 1.006620000000000E+002, 1.002280000000000E+003, 3.162720000000000E+000,-1.842800000000000E-010
 1.240710000000000E+000, 3.583200000000000E+004, 1.005930000000000E+002, 1.002280000000000E+003, 2.827020000000000E+000, 2.791620000000000E-010
 1.239050000000000E+000, 3.576250000000000E+004, 1.005320000000000E+002, 1.002280000000000E+003, 2.536000000000000E+000,-4.124040000000000E-010
 1.237600000000000E+000, 3.570150000000000E+004, 1.004780000000000E+002, 1.002280000000000E+003, 2.271480000000000E+000, 5.281060000000000E-010
 1.236300000000000E+000, 3.564680000000000E+004, 1.004300000000000E+002, 1.002280000000000E+003, 2.049060000000000E+000,-5.714510000000000E-010
 1.235180000000000E+000, 3.559990000000000E+004, 1.003880000000000E+002, 1.002290000000000E+003, 1.839000000000000E+000, 5.150540000000000E-010
 1.234120000000000E+000, 3.555570000000000E+004, 1.003500000000000E+002, 1.002280000000000E+003, 1.663030000000000E+000,-4.026980000000000E-010
 1.233280000000000E+000, 3.552050000000000E+004, 1.003190000000000E+002, 1.002290000000000E+003, 1.505780000000000E+000, 2.155600000000000E-010
 1.232390000000000E+000, 3.548320000000000E+004, 1.002860000000000E+002, 1.002290000000000E+003, 1.351120000000000E+000,-6.307730000000000E-011
 1.231780000000000E+000, 3.545750000000000E+004, 1.002630000000000E+002, 1.002290000000000E+003, 1.242900000000000E+000,-1.129320000000000E-011
 1.231020000000000E+000, 3.542610000000000E+004, 1.002350000000000E+002, 1.002300000000000E+003, 1.107510000000000E+000, 3.228540000000000E-011
 1.230560000000000E+000, 3.540680000000000E+004, 1.002180000000000E+002, 1.002300000000000E+003, 1.029250000000000E+000, 2.506870000000000E-012
 1.229950000000000E+000, 3.538110000000000E+004, 1.001950000000000E+002, 1.002300000000000E+003, 9.137700000000000E-001,-1.745640000000000E-012
 1.229580000000000E+000, 3.536570000000000E+004, 1.001820000000000E+002, 1.002300000000000E+003, 8.622320000000000E-001,-1.176850000000000E-012
 1.229120000000000E+000, 3.534590000000000E+004, 1.001630000000000E+002, 1.002310000000000E+003, 7.576640000000000E-001, 3.352930000000000E-013
 1.228760000000000E+000, 3.533180000000000E+004, 1.001530000000000E+002, 1.002300000000000E+003, 7.244450000000000E-001,-7.644180000000000E-013
 1.228420000000000E+000, 3.531630000000000E+004, 1.001370000000000E+002, 1.002320000000000E+003, 6.333780000000000E-001, 2.901210000000000E-013
 1.228170000000000E+000, 3.530690000000000E+004, 1.001300000000000E+002, 1.002310000000000E+003, 6.134350000000000E-001,-8.045750000000000E-014
 1.227730000000000E+000, 3.528810000000000E+004, 1.001130000000000E+002, 1.002320000000000E+003, 5.199530000000000E-001,-7.034460000000000E-014
 1.227690000000000E+000, 3.528650000000000E+004, 1.001110000000000E+002, 1.002320000000000E+003, 5.204590000000000E-001, 2.557620000000000E-014
 1.227260000000000E+000, 3.526820000000000E+004, 1.000950000000000E+002, 1.002320000000000E+003, 4.422940000000000E-001, 3.263090000000000E-015
 1.227920000000000E+000, 3.528710000000000E+004, 1.000940000000000E+002, 1.002350000000000E+003, 4.576030000000000E-001,-3.214240000000000E-016
 9.671090000000000E-001, 9.869960000000001E+004, 3.554710000000000E+002, 7.855410000000001E+002, 1.707970000000000E+002,-6.212510000000000E-012
 7.831080000000000E-001, 7.265530000000000E+004, 3.231540000000000E+002, 8.144490000000000E+002, 1.339920000000000E+002, 9.015120000000000E-013
 7.911830000000000E-001, 6.606550000000000E+004, 2.908450000000000E+002, 8.271410000000000E+002, 1.301320000000000E+002,-3.367290000000000E-011
 8.287080000000000E-001, 6.286770000000000E+004, 2.642350000000000E+002, 8.602380000000001E+002, 1.226360000000000E+002, 6.055970000000000E-011
 8.853030000000000E-001, 6.195730000000000E+004, 2.437610000000000E+002, 9.047650000000000E+002, 1.263330000000000E+002,-1.019310000000000E-010
 9.926000000000000E-001, 6.485710000000000E+004, 2.275870000000000E+002, 9.422590000000000E+002, 1.482320000000000E+002,-2.105530000000000E-010
 1.116570000000000E+000, 6.661880000000000E+004, 2.078150000000000E+002, 9.705770000000000E+002, 1.472000000000000E+002,-1.361310000000000E-011
